account_id,customer_id,branch_id,account_type,account_status,opened_date,current_balance
507224,101239,B017,SAVINGS,ACTIVE,2026-03-07,9286.43
507225,105280,B019,SALARY,ACTIVE,2023-05-17,16357.51
507226,100343,B007,SAVINGS,ACTIVE,2023-08-26,38333.85
507227,104798,B015,CURRENT,ACTIVE,2023-02-28,109823.24
507228,106848,B019,SAVINGS,ACTIVE,2024-01-07,58681.06
507229,103915,B001,CURRENT,ACTIVE,2019-07-23,11650.66
507230,103747,B011,SAVINGS,ACTIVE,2019-07-28,130127.65
507231,109294,B008,SAVINGS,BLOCKED,2022-04-09,16214.54
507232,108877,B006,SAVINGS,ACTIVE,2023-07-18,50450.23
507233,105112,B008,SALARY,ACTIVE,2023-12-14,101817.56
507234,109646,B002,SAVINGS,ACTIVE,2023-07-18,46039.04
507235,106215,B012,SALARY,ACTIVE,2025-05-15,14857.2
507236,103456,B010,CURRENT,ACTIVE,2021-08-22,37608.46
507237,101415,B005,SAVINGS,ACTIVE,2026-01-02,38347.32
507238,109725,B020,SALARY,ACTIVE,2023-12-19,8170.69
507239,100619,B019,SAVINGS,ACTIVE,2019-02-08,18545.99
507240,106950,B015,SALARY,ACTIVE,2019-04-15,59153.05
507241,106768,B017,SAVINGS,ACTIVE,2019-08-16,16353.43
507242,104452,B010,SAVINGS,ACTIVE,2025-02-16,11919.65
507243,108031,B015,SALARY,ACTIVE,2019-06-18,3233.95
507244,105475,B002,SAVINGS,ACTIVE,2021-05-29,4430.64
507245,104426,B007,CURRENT,ACTIVE,2024-04-18,288754.57
507246,109024,B010,SAVINGS,ACTIVE,2021-09-04,9769.6
507247,101300,B019,SAVINGS,ACTIVE,2023-07-25,12590.09
507248,100987,B004,CURRENT,ACTIVE,2023-11-10,92596.71
507249,101015,B012,SAVINGS,ACTIVE,2025-02-18,9154.29
507250,103512,B010,SAVINGS,ACTIVE,2021-07-12,16008.28
507251,107861,B001,SAVINGS,ACTIVE,2021-04-09,75059.35
507252,103827,B004,SAVINGS,ACTIVE,2022-07-27,29842.55
507253,102082,B007,SALARY,ACTIVE,2020-12-25,6026.55
507254,104089,B001,SAVINGS,ACTIVE,2026-03-12,14188.48
507255,102451,B018,SAVINGS,ACTIVE,2020-11-29,76450.64
507256,106082,B019,SAVINGS,ACTIVE,2021-07-31,18847.4
507257,104649,B017,SAVINGS,ACTIVE,2024-09-09,26344.63
507258,101940,B015,SAVINGS,ACTIVE,2022-02-22,25865.17
507259,106683,B015,SAVINGS,ACTIVE,2025-08-22,101493.6
507260,105809,B019,SAVINGS,ACTIVE,2020-01-09,10492.08
507261,109561,B009,SAVINGS,ACTIVE,2022-01-15,4727.52
507262,109382,B006,SAVINGS,ACTIVE,2026-01-12,69008.48
507263,104276,B007,CURRENT,ACTIVE,2020-06-18,5809.78
507264,104781,B011,SAVINGS,ACTIVE,2024-02-22,5885.25
507265,107401,B006,SAVINGS,ACTIVE,2019-04-19,75866.02
507266,104168,B009,SAVINGS,ACTIVE,2022-04-09,16573.87
507267,105939,B005,SAVINGS,ACTIVE,2019-08-30,29745.43
507268,101176,B006,SALARY,ACTIVE,2023-02-05,2606.57
507269,103868,B014,CURRENT,ACTIVE,2023-02-03,52573.1
507270,107356,B011,SAVINGS,ACTIVE,2024-05-15,8674.94
507271,109631,B010,SALARY,ACTIVE,2025-02-07,84659.76
507272,106952,B020,SALARY,ACTIVE,2021-09-18,25299.97
507273,100987,B016,CURRENT,ACTIVE,2020-02-18,62590.9
507274,106505,B008,SAVINGS,ACTIVE,2025-10-19,42482.79
507275,101833,B005,SAVINGS,ACTIVE,2019-12-24,22588.1
507276,109581,B006,SAVINGS,ACTIVE,2019-09-20,13427.2
507277,104496,B002,SAVINGS,ACTIVE,2025-05-28,11483.25
507278,103918,B001,SAVINGS,ACTIVE,2024-12-03,93053.49
507279,106998,B004,SAVINGS,ACTIVE,2026-05-08,3893.35
507280,105669,B001,SAVINGS,ACTIVE,2021-02-01,6078.16
507281,103636,B016,CURRENT,BLOCKED,2022-04-10,19148.52
507282,109055,B010,SAVINGS,ACTIVE,2019-01-24,2415.16
507283,106333,B012,SAVINGS,ACTIVE,2025-09-09,17669.72
507284,107304,B013,SAVINGS,ACTIVE,2024-10-28,26592.09
507285,104941,B008,SAVINGS,ACTIVE,2019-02-26,70825.72
507286,106441,B017,SAVINGS,ACTIVE,2019-08-29,125061.08
507287,109836,B002,SALARY,ACTIVE,2022-11-16,4659.3
507288,106585,B007,SAVINGS,ACTIVE,2021-12-17,31325.16
507289,103800,B011,SALARY,ACTIVE,2024-10-13,71022.2
507290,102742,B014,SALARY,ACTIVE,2025-09-22,40026.22
507291,108818,B012,SAVINGS,ACTIVE,2021-07-28,47065.62
507292,100984,B001,SALARY,ACTIVE,2024-09-05,16091.48
507293,107495,B005,SAVINGS,ACTIVE,2023-09-16,16979.64
507294,100409,B001,CURRENT,ACTIVE,2022-07-23,11636.02
507295,100976,B004,SAVINGS,ACTIVE,2021-05-22,42186.7
507296,106637,B017,CURRENT,ACTIVE,2021-08-23,104959.14
507297,103808,B007,SALARY,ACTIVE,2024-05-03,47373.62
507298,104848,B004,SAVINGS,CLOSED,2020-10-12,8843.15
507299,107425,B001,SAVINGS,ACTIVE,2023-02-08,9715.4
507300,108864,B015,SAVINGS,ACTIVE,2019-05-01,7109.05
507301,106619,B013,SAVINGS,ACTIVE,2026-03-08,7336.42
507302,100267,B017,SAVINGS,ACTIVE,2021-11-15,31012.13
507303,102868,B017,SAVINGS,ACTIVE,2019-06-27,7552.55
507304,106336,B020,SAVINGS,ACTIVE,2022-08-10,12290.64
507305,104895,B006,SALARY,ACTIVE,2023-12-30,71350.58
507306,101749,B004,SAVINGS,ACTIVE,2020-08-30,17804.3
507307,108932,B005,SAVINGS,ACTIVE,2023-03-23,20048.67
507308,104475,B017,SAVINGS,ACTIVE,2021-04-13,23456.84
507309,108130,B016,SAVINGS,ACTIVE,2022-03-05,41977.13
507310,108472,B005,SAVINGS,BLOCKED,2023-06-23,17686.32
507311,103079,B014,SAVINGS,ACTIVE,2021-08-04,2741.97
507312,103952,B004,SAVINGS,ACTIVE,2022-04-29,24306.68
507313,106977,B008,SALARY,ACTIVE,2019-11-22,13448.17
507314,105118,B013,SAVINGS,ACTIVE,2026-02-16,182810.06
507315,107659,B020,SAVINGS,CLOSED,2022-03-04,6406.16
507316,107739,B003,SAVINGS,ACTIVE,2019-09-17,50816.41
507317,102051,B004,CURRENT,ACTIVE,2026-01-07,19975.63
507318,100185,B014,SAVINGS,CLOSED,2022-12-06,362269.83
507319,105394,B009,SAVINGS,ACTIVE,2019-02-27,49017.39
507320,100067,B016,SAVINGS,ACTIVE,2022-06-30,164061.98
507321,108122,B004,SAVINGS,ACTIVE,2020-02-07,1421.45
507322,107718,B018,SAVINGS,CLOSED,2024-11-02,22658.37
507323,107447,B009,SAVINGS,ACTIVE,2022-09-19,12174.96
507324,104030,B003,SALARY,ACTIVE,2025-10-18,61570.26
507325,103074,B019,SAVINGS,ACTIVE,2021-10-28,39760.99
507326,108467,B003,SAVINGS,ACTIVE,2021-06-26,52541.25
507327,108651,B009,SAVINGS,ACTIVE,2021-12-09,26353.43
507328,108114,B012,SALARY,ACTIVE,2024-12-23,76304.61
507329,104369,B013,SAVINGS,ACTIVE,2019-03-03,27615.79
507330,107535,B014,SAVINGS,ACTIVE,2025-06-27,13797.06
507331,100169,B019,SALARY,ACTIVE,2021-06-13,29382.29
507332,109702,B015,SALARY,ACTIVE,2023-02-03,102484.87
507333,100398,B003,CURRENT,BLOCKED,2023-03-04,46918.25
507334,105220,B003,SAVINGS,ACTIVE,2024-09-22,40118.53
507335,109922,B017,SAVINGS,ACTIVE,2021-02-13,49298.74
507336,101596,B014,SAVINGS,ACTIVE,2019-09-23,34759.61
507337,108157,B009,SAVINGS,ACTIVE,2023-01-30,16453.15
507338,103723,B012,SAVINGS,ACTIVE,2025-06-18,30318.85
507339,103358,B020,SAVINGS,ACTIVE,2020-11-17,2265.65
507340,108853,B005,SALARY,ACTIVE,2026-02-07,1844.68
507341,109122,B018,SAVINGS,ACTIVE,2021-03-06,58314.97
507342,106612,B005,SAVINGS,CLOSED,2025-02-22,7986.68
507343,102056,B010,SAVINGS,ACTIVE,2019-03-06,7298.05
507344,106002,B020,SAVINGS,ACTIVE,2019-11-13,32947.74
507345,105283,B005,CURRENT,ACTIVE,2025-05-21,22721.53
507346,100575,B016,SAVINGS,ACTIVE,2019-01-07,33920.23
507347,105939,B002,SAVINGS,ACTIVE,2021-08-22,8387.86
507348,107035,B005,SAVINGS,ACTIVE,2021-07-22,42324.76
507349,103370,B005,SALARY,ACTIVE,2022-08-23,15247.02
507350,106732,B003,SAVINGS,ACTIVE,2021-01-20,100569.25
507351,100196,B003,SAVINGS,ACTIVE,2022-04-21,15507.77
507352,107872,B016,SAVINGS,ACTIVE,2023-03-30,42916.31
507353,108863,B014,CURRENT,ACTIVE,2022-04-01,11185.96
507354,107588,B007,SAVINGS,ACTIVE,2019-01-09,220000.44
507355,109186,B016,SAVINGS,ACTIVE,2023-09-24,22417.94
507356,104181,B001,SAVINGS,ACTIVE,2022-12-08,35419.65
507357,109801,B005,SAVINGS,ACTIVE,2023-10-11,67583.99
507358,101179,B013,SAVINGS,ACTIVE,2025-09-19,19263.91
507359,105143,B017,SAVINGS,ACTIVE,2020-06-05,334942.26
507360,102540,B011,SALARY,ACTIVE,2022-10-26,74761.83
507361,100040,B007,SAVINGS,ACTIVE,2024-01-11,5893.24
507362,102829,B005,SAVINGS,ACTIVE,2019-04-28,41097.72
507363,100918,B011,SAVINGS,ACTIVE,2021-01-21,55180.1
507364,109555,B019,CURRENT,ACTIVE,2022-08-12,56876.95
507365,103287,B020,SAVINGS,ACTIVE,2022-11-21,8348.6
507366,103437,B015,SAVINGS,ACTIVE,2023-12-12,20167.92
507367,109301,B001,SALARY,ACTIVE,2025-08-10,76327.92
507368,101227,B005,SAVINGS,ACTIVE,2021-04-15,14433.97
507369,104128,B009,SAVINGS,BLOCKED,2020-01-18,9427.96
507370,109633,B020,SALARY,ACTIVE,2025-10-18,9709.04
507371,109941,B015,SAVINGS,ACTIVE,2019-03-15,12340.39
507372,107413,B007,SAVINGS,BLOCKED,2026-01-11,3168.11
507373,103181,B011,SAVINGS,ACTIVE,2024-01-21,9321.36
507374,103524,B006,SAVINGS,ACTIVE,2024-03-26,39199.46
507375,100441,B015,SAVINGS,ACTIVE,2025-02-08,87865.59
507376,100066,B002,SAVINGS,ACTIVE,2023-01-27,16841.54
507377,100261,B002,SAVINGS,ACTIVE,2019-03-14,29640.47
507378,100041,B014,SAVINGS,ACTIVE,2021-11-07,24200.77
507379,106691,B011,SALARY,ACTIVE,2023-09-12,19563.28
507380,104580,B012,SALARY,ACTIVE,2022-08-17,7350.27
507381,103286,B006,CURRENT,ACTIVE,2024-10-04,6155.78
507382,108640,B009,SAVINGS,ACTIVE,2021-10-06,97230.68
507383,100655,B013,SAVINGS,ACTIVE,2023-07-13,23116.06
507384,106514,B009,SAVINGS,ACTIVE,2023-04-26,52972.54
507385,102339,B017,SAVINGS,ACTIVE,2021-11-30,26821.47
507386,100430,B011,SAVINGS,ACTIVE,2020-08-15,107877.55
507387,105096,B005,SAVINGS,ACTIVE,2023-05-29,6211.06
507388,101584,B002,SAVINGS,ACTIVE,2019-11-14,19556.0
507389,104393,B001,SALARY,ACTIVE,2021-11-26,15863.39
507390,107261,B010,SAVINGS,ACTIVE,2026-03-23,10854.96
507391,105913,B018,SAVINGS,ACTIVE,2025-02-21,2074.18
507392,104437,B019,SAVINGS,ACTIVE,2020-12-14,26734.76
507393,102174,B016,SALARY,ACTIVE,2025-05-21,44756.41
507394,107134,B017,SALARY,ACTIVE,2023-05-13,128546.35
507395,103635,B007,SALARY,ACTIVE,2021-03-28,16638.33
507396,109024,B013,SALARY,ACTIVE,2024-03-05,7154.32
507397,107804,B011,SAVINGS,ACTIVE,2025-05-08,7923.14
507398,107333,B019,SAVINGS,ACTIVE,2023-04-20,11267.19
507399,106077,B001,SAVINGS,ACTIVE,2023-12-11,30089.44
507400,106560,B020,SALARY,ACTIVE,2024-04-08,8573.12
507401,105045,B008,SAVINGS,ACTIVE,2023-09-05,25583.5
507402,108444,B015,CURRENT,ACTIVE,2020-11-25,7502.51
507403,108016,B009,SAVINGS,ACTIVE,2021-05-22,20880.13
507404,104415,B003,SAVINGS,ACTIVE,2025-07-28,232580.55
507405,105272,B018,CURRENT,ACTIVE,2025-10-29,33559.34
507406,106469,B002,CURRENT,ACTIVE,2021-12-15,8497.66
507407,105230,B003,SALARY,ACTIVE,2022-01-28,552346.19
507408,108150,B016,SALARY,ACTIVE,2023-03-07,82540.26
507409,106903,B018,SAVINGS,ACTIVE,2019-09-01,54179.66
507410,108631,B012,SALARY,ACTIVE,2020-04-10,19452.66
507411,105977,B004,SALARY,CLOSED,2020-11-24,61388.33
507412,103726,B012,SAVINGS,ACTIVE,2021-12-31,55169.7
507413,101384,B011,SAVINGS,ACTIVE,2024-11-18,8889.58
507414,103362,B011,SALARY,ACTIVE,2023-12-23,83842.39
507415,108441,B003,CURRENT,ACTIVE,2026-03-31,66362.8
507416,102146,B001,SAVINGS,ACTIVE,2023-06-05,24475.22
507417,101405,B011,CURRENT,ACTIVE,2024-01-15,13670.88
507418,108669,B002,SAVINGS,ACTIVE,2022-04-14,114621.86
507419,107226,B020,SALARY,ACTIVE,2024-08-27,16406.7
507420,105780,B005,SAVINGS,ACTIVE,2020-01-02,26653.24
507421,108420,B017,SAVINGS,ACTIVE,2019-05-04,7660.34
507422,105709,B013,SALARY,ACTIVE,2020-06-25,7709.53
507423,102552,B010,SAVINGS,BLOCKED,2022-01-07,192023.51
507424,102416,B012,SAVINGS,ACTIVE,2025-12-16,127595.91
507425,103819,B002,SAVINGS,ACTIVE,2021-04-09,93681.55
507426,103537,B001,CURRENT,ACTIVE,2024-11-12,36546.91
507427,102396,B008,SAVINGS,ACTIVE,2025-02-12,5572.04
507428,100788,B008,SAVINGS,ACTIVE,2022-02-27,40248.27
507429,100119,B008,SAVINGS,ACTIVE,2022-07-05,42968.42
507430,103168,B003,SAVINGS,ACTIVE,2025-08-29,24860.18
507431,107042,B004,SAVINGS,ACTIVE,2025-01-21,54218.77
507432,109731,B008,SALARY,ACTIVE,2020-05-26,210546.6
507433,101620,B017,CURRENT,ACTIVE,2021-09-19,14109.29
507434,106101,B010,SALARY,ACTIVE,2019-07-31,35431.66
507435,107910,B008,SAVINGS,ACTIVE,2022-04-16,8433.01
507436,106792,B010,CURRENT,ACTIVE,2026-05-20,48322.84
507437,106695,B006,SAVINGS,ACTIVE,2021-02-08,20152.39
507438,106139,B017,SAVINGS,ACTIVE,2022-11-30,29988.1
507439,108539,B016,SAVINGS,ACTIVE,2019-12-20,10835.1
507440,106552,B002,SAVINGS,ACTIVE,2026-01-06,12295.62
507441,109948,B006,SAVINGS,ACTIVE,2025-12-27,1577.33
507442,109094,B005,SAVINGS,ACTIVE,2023-01-01,26163.12
507443,108287,B020,SAVINGS,ACTIVE,2024-11-08,17571.85
507444,109265,B010,SAVINGS,ACTIVE,2022-07-29,30637.47
507445,103139,B008,SALARY,ACTIVE,2022-02-14,25102.29
507446,100425,B015,SAVINGS,ACTIVE,2024-05-09,52737.3
507447,102436,B008,SAVINGS,ACTIVE,2024-09-14,166190.0
507448,102682,B018,SAVINGS,ACTIVE,2022-07-15,9806.49
507449,107114,B006,SAVINGS,ACTIVE,2019-06-22,56085.85
507450,101740,B010,SAVINGS,ACTIVE,2022-05-30,8494.18
507451,108892,B001,SAVINGS,BLOCKED,2025-01-02,15892.62
507452,109086,B019,SALARY,ACTIVE,2023-01-13,22108.69
507453,104018,B014,SAVINGS,ACTIVE,2023-08-31,59104.54
507454,107951,B012,SALARY,ACTIVE,2020-08-10,6290.21
507455,104370,B013,SAVINGS,ACTIVE,2019-03-14,5730.47
507456,109289,B017,SAVINGS,ACTIVE,2022-02-19,25638.21
507457,103727,B012,SAVINGS,ACTIVE,2020-10-20,814.88
507458,100384,B008,CURRENT,ACTIVE,2024-04-23,74674.03
507459,100318,B015,SAVINGS,ACTIVE,2024-02-16,51613.44
507460,106056,B007,SAVINGS,ACTIVE,2022-07-07,23298.86
507461,105963,B017,CURRENT,ACTIVE,2023-06-21,54126.88
507462,100485,B016,SALARY,ACTIVE,2023-10-26,3008.52
507463,107739,B005,SAVINGS,ACTIVE,2019-10-15,49773.52
507464,101724,B011,SALARY,ACTIVE,2026-03-17,49134.81
507465,109081,B007,SALARY,ACTIVE,2022-04-10,3316.96
507466,108195,B012,SAVINGS,ACTIVE,2023-12-12,27632.83
507467,106909,B002,SAVINGS,ACTIVE,2025-05-11,16040.36
507468,106263,B016,CURRENT,ACTIVE,2022-09-07,2784.06
507469,106116,B019,SALARY,ACTIVE,2025-07-17,18712.36
507470,105341,B014,SAVINGS,ACTIVE,2025-09-30,42745.12
507471,101103,B012,SAVINGS,ACTIVE,2021-03-22,2187.02
507472,100275,B005,SAVINGS,ACTIVE,2024-12-19,48132.68
507473,108034,B017,SAVINGS,ACTIVE,2021-07-10,91046.07
507474,102826,B003,SAVINGS,ACTIVE,2022-01-02,6086.2
507475,109721,B011,SALARY,ACTIVE,2020-06-18,4808.24
507476,103564,B001,CURRENT,ACTIVE,2024-03-12,77728.49
507477,105111,B017,SALARY,ACTIVE,2025-07-27,15469.57
507478,104266,B015,SAVINGS,ACTIVE,2022-10-06,87727.73
507479,104973,B012,SAVINGS,ACTIVE,2023-10-02,25269.98
507480,101256,B012,SAVINGS,ACTIVE,2023-07-18,5660.03
507481,100985,B001,CURRENT,ACTIVE,2021-04-22,6381.35
507482,102449,B008,CURRENT,ACTIVE,2023-09-06,239265.34
507483,103215,B009,SAVINGS,ACTIVE,2026-03-31,3609.46
507484,106712,B003,SAVINGS,ACTIVE,2022-11-14,16041.11
507485,108987,B008,SAVINGS,ACTIVE,2020-05-24,9585.47
507486,106286,B004,SAVINGS,ACTIVE,2022-03-09,2699.05
507487,107663,B011,SAVINGS,ACTIVE,2023-06-11,45393.25
507488,103534,B013,CURRENT,ACTIVE,2021-03-25,9028.13
507489,106011,B010,SAVINGS,ACTIVE,2022-10-18,47379.44
507490,103528,B004,SAVINGS,ACTIVE,2021-03-15,22159.14
507491,100830,B004,SAVINGS,ACTIVE,2024-03-22,49176.58
507492,108204,B011,SAVINGS,ACTIVE,2025-10-03,1937.83
507493,109267,B005,SAVINGS,ACTIVE,2022-02-13,17236.85
507494,102798,B009,SAVINGS,ACTIVE,2021-07-12,68812.42
507495,104676,B015,SAVINGS,ACTIVE,2019-07-15,13860.44
507496,100656,B014,SAVINGS,ACTIVE,2022-12-20,17676.47
507497,101689,B007,SAVINGS,ACTIVE,2024-01-03,6666.04
507498,103203,B017,CURRENT,ACTIVE,2019-01-31,20358.48
507499,105587,B015,CURRENT,ACTIVE,2023-10-12,7205.88
507500,101532,B019,SAVINGS,ACTIVE,2025-02-05,18178.53
507501,107948,B010,SAVINGS,ACTIVE,2023-09-21,8841.12
507502,102806,B019,SALARY,ACTIVE,2026-03-19,83353.21
507503,108463,B014,SAVINGS,ACTIVE,2020-02-16,69809.29
507504,103164,B010,CURRENT,ACTIVE,2021-04-17,7035.34
507505,105313,B007,SAVINGS,ACTIVE,2019-12-19,373449.95
507506,101992,B015,CURRENT,ACTIVE,2024-07-17,35198.47
507507,109817,B014,CURRENT,ACTIVE,2022-11-27,36601.63
507508,102960,B013,SAVINGS,ACTIVE,2025-01-29,130497.22
507509,100549,B008,SAVINGS,ACTIVE,2022-02-16,42637.15
507510,106301,B011,SAVINGS,ACTIVE,2024-11-30,10031.06
507511,103812,B013,SAVINGS,ACTIVE,2024-08-21,3846.03
507512,105688,B012,SAVINGS,ACTIVE,2024-11-05,423.63
507513,108185,B015,SALARY,ACTIVE,2021-12-04,263421.74
507514,100636,B016,SAVINGS,ACTIVE,2021-11-06,33009.49
507515,108336,B020,SAVINGS,ACTIVE,2021-11-12,37853.94
507516,102928,B018,SAVINGS,ACTIVE,2020-08-16,49457.7
507517,102512,B004,SAVINGS,BLOCKED,2025-07-03,13746.22
507518,104529,B005,SAVINGS,ACTIVE,2022-12-19,44727.05
507519,104446,B001,SAVINGS,ACTIVE,2026-05-21,5427.7
507520,100272,B002,SALARY,ACTIVE,2025-05-26,30518.36
507521,108344,B001,SAVINGS,ACTIVE,2025-10-18,63156.03
507522,109644,B005,SAVINGS,ACTIVE,2022-10-23,9224.18
507523,104010,B004,SAVINGS,ACTIVE,2021-09-07,676625.13
507524,102360,B016,SAVINGS,ACTIVE,2025-12-04,5589.86
507525,102009,B013,SAVINGS,ACTIVE,2022-04-17,49834.04
507526,106427,B012,SALARY,ACTIVE,2019-12-03,25524.23
507527,103866,B004,SALARY,ACTIVE,2022-03-16,128224.46
507528,101143,B013,SAVINGS,ACTIVE,2021-03-08,19156.93
507529,109469,B020,SALARY,ACTIVE,2021-12-18,8832.39
507530,103811,B016,SAVINGS,ACTIVE,2025-06-02,71315.86
507531,109194,B002,SAVINGS,ACTIVE,2025-05-10,10724.23
507532,100212,B005,SALARY,ACTIVE,2026-03-06,67827.29
507533,106212,B001,SAVINGS,ACTIVE,2021-04-20,6114.9
507534,101349,B014,SAVINGS,ACTIVE,2023-08-24,11956.58
507535,101125,B020,SAVINGS,ACTIVE,2023-03-06,9432.57
507536,101261,B004,SAVINGS,ACTIVE,2023-01-18,5246.46
507537,103978,B019,SALARY,ACTIVE,2023-05-05,6161.31
507538,106274,B012,SAVINGS,ACTIVE,2022-08-31,143057.24
507539,107839,B011,SAVINGS,ACTIVE,2024-10-11,299471.28
507540,100230,B003,SAVINGS,ACTIVE,2019-09-09,3217.85
507541,106133,B001,SALARY,CLOSED,2025-01-29,110014.77
507542,103279,B005,SAVINGS,BLOCKED,2024-06-29,43970.49
507543,100156,B011,SAVINGS,ACTIVE,2024-04-14,27100.83
507544,101858,B012,SAVINGS,ACTIVE,2019-07-30,5457.6
507545,109453,B003,SAVINGS,ACTIVE,2020-07-16,91529.26
507546,106706,B020,SALARY,ACTIVE,2021-03-07,3351.44
507547,107426,B004,SAVINGS,ACTIVE,2019-09-24,21688.32
507548,100399,B008,SALARY,ACTIVE,2019-04-14,11139.92
507549,109969,B009,SAVINGS,ACTIVE,2019-05-03,20303.89
507550,106233,B013,CURRENT,ACTIVE,2026-02-27,123891.23
507551,106224,B018,SAVINGS,ACTIVE,2020-10-19,2841.35
507552,105890,B018,SALARY,ACTIVE,2022-11-13,5932.43
507553,106124,B018,CURRENT,ACTIVE,2020-09-22,16497.57
507554,101123,B006,SAVINGS,ACTIVE,2024-05-04,85102.01
507555,108725,B011,CURRENT,ACTIVE,2022-03-11,50389.79
507556,106979,B018,SAVINGS,ACTIVE,2021-10-28,200207.88
507557,101549,B014,SAVINGS,BLOCKED,2022-01-21,32277.94
507558,102119,B014,SALARY,ACTIVE,2022-08-07,39032.87
507559,106006,B010,SALARY,ACTIVE,2023-05-22,13137.64
507560,100932,B005,SAVINGS,ACTIVE,2026-02-20,1076.62
507561,108601,B003,SAVINGS,ACTIVE,2025-09-14,160284.77
507562,100671,B010,CURRENT,ACTIVE,2025-01-30,37408.28
507563,107805,B015,SAVINGS,ACTIVE,2020-03-11,24523.53
507564,109707,B017,SAVINGS,ACTIVE,2020-02-24,10561.45
507565,103707,B019,SAVINGS,ACTIVE,2022-07-23,156994.91
507566,102809,B010,SAVINGS,ACTIVE,2020-05-04,4811.47
507567,109623,B019,SAVINGS,ACTIVE,2024-08-19,7110.55
507568,108525,B015,SAVINGS,ACTIVE,2024-07-17,15598.7
507569,101560,B017,SAVINGS,ACTIVE,2024-02-26,50172.17
507570,105255,B006,SAVINGS,ACTIVE,2019-03-14,20336.67
507571,104074,B004,SAVINGS,CLOSED,2020-11-18,56105.05
507572,108559,B006,SAVINGS,ACTIVE,2021-10-07,66630.42
507573,107509,B004,SALARY,ACTIVE,2022-12-31,20216.02
507574,108006,B016,CURRENT,ACTIVE,2024-09-12,110357.12
507575,104208,B014,SAVINGS,ACTIVE,2023-09-04,6146.71
507576,102613,B009,SAVINGS,ACTIVE,2019-07-10,16174.86
507577,104613,B005,SALARY,ACTIVE,2026-02-11,26318.58
507578,104858,B014,SAVINGS,ACTIVE,2021-08-26,67308.98
507579,108469,B010,SALARY,ACTIVE,2020-10-08,131007.08
507580,102243,B020,SAVINGS,ACTIVE,2025-12-04,11840.87
507581,106904,B007,SAVINGS,ACTIVE,2020-03-01,36319.02
507582,103610,B020,SAVINGS,ACTIVE,2019-11-20,8562.08
507583,109381,B011,CURRENT,ACTIVE,2021-07-11,19132.89
507584,109701,B010,SAVINGS,ACTIVE,2020-09-21,45874.84
507585,100774,B016,SAVINGS,ACTIVE,2019-08-23,50112.34
507586,103928,B012,SALARY,ACTIVE,2019-12-13,35103.41
507587,107755,B001,SAVINGS,ACTIVE,2022-01-31,13428.27
507588,101226,B007,SAVINGS,ACTIVE,2020-01-10,24149.82
507589,102413,B003,SAVINGS,ACTIVE,2019-01-20,16162.76
507590,105292,B012,SAVINGS,ACTIVE,2020-05-15,29835.37
507591,105163,B013,SAVINGS,ACTIVE,2024-06-15,15591.37
507592,107141,B017,SALARY,ACTIVE,2025-12-03,12611.71
507593,109128,B017,SAVINGS,ACTIVE,2020-12-03,14089.87
507594,103311,B004,SAVINGS,ACTIVE,2024-03-02,34562.27
507595,103669,B010,SAVINGS,ACTIVE,2019-03-05,12605.77
507596,104620,B002,SAVINGS,ACTIVE,2025-03-22,6903.57
507597,108670,B011,SALARY,ACTIVE,2022-04-27,65953.02
507598,108153,B009,SAVINGS,CLOSED,2019-02-21,10423.09
507599,101082,B011,CURRENT,ACTIVE,2021-01-02,14423.09
507600,103091,B011,CURRENT,ACTIVE,2020-02-04,11804.26
507601,108950,B020,SAVINGS,BLOCKED,2020-07-30,23911.14
507602,108685,B001,CURRENT,ACTIVE,2025-04-19,36895.96
507603,107168,B014,SAVINGS,ACTIVE,2025-04-25,15731.8
507604,107702,B008,SAVINGS,ACTIVE,2020-07-08,46474.26
507605,102800,B016,SALARY,ACTIVE,2026-05-02,17444.7
507606,107588,B003,SALARY,ACTIVE,2019-08-16,36187.88
507607,106101,B020,SALARY,ACTIVE,2019-02-25,120502.66
507608,108774,B020,SAVINGS,ACTIVE,2021-06-01,16379.36
507609,101077,B018,SAVINGS,BLOCKED,2021-11-09,36964.27
507610,106148,B013,SALARY,ACTIVE,2021-08-19,104647.98
507611,106206,B014,SAVINGS,ACTIVE,2023-11-16,11500.62
507612,104403,B013,SALARY,ACTIVE,2023-06-11,5014.29
507613,103322,B013,SAVINGS,ACTIVE,2022-08-13,25749.06
507614,108639,B001,CURRENT,ACTIVE,2022-03-12,43551.1
507615,109801,B005,SAVINGS,ACTIVE,2024-01-11,51446.93
507616,105938,B002,SAVINGS,ACTIVE,2020-11-29,22558.06
507617,107349,B005,SAVINGS,ACTIVE,2020-03-02,29356.72
507618,103081,B007,CURRENT,ACTIVE,2022-07-17,18070.42
507619,101506,B017,SAVINGS,ACTIVE,2022-12-01,47156.11
507620,102240,B003,SAVINGS,ACTIVE,2022-06-14,31518.02
507621,101967,B007,SAVINGS,ACTIVE,2025-10-13,11135.41
507622,103604,B002,SAVINGS,ACTIVE,2021-07-14,129344.61
507623,108888,B007,SALARY,CLOSED,2025-02-26,57466.61
507624,107539,B007,SAVINGS,ACTIVE,2024-05-13,9023.52
507625,104581,B013,SAVINGS,ACTIVE,2021-08-21,10472.31
507626,102137,B019,CURRENT,ACTIVE,2021-07-31,15298.8
507627,109600,B020,SAVINGS,ACTIVE,2023-08-02,521545.63
507628,106698,B019,SAVINGS,ACTIVE,2022-03-07,2621.98
