customer_id,customer_name,customer_segment,city,state,date_of_birth,onboarding_date,customer_status
104555,Customer_04555,RETAIL,Hyderabad,Telangana,1998-09-13,2024-04-20,ACTIVE
104556,Customer_04556,RETAIL,Pune,Maharashtra,1994-06-07,2025-06-09,ACTIVE
104557,Customer_04557,RETAIL,Pune,Maharashtra,2017-12-12,2020-07-06,ACTIVE
104558,Customer_04558,RETAIL,Kolkata,West Bengal,1993-01-07,2020-06-03,ACTIVE
104559,Customer_04559,RETAIL,Kolkata,West Bengal,2002-08-01,2021-05-11,ACTIVE
104560,Customer_04560,PREMIUM,Hyderabad,Telangana,1980-04-29,2026-06-14,INACTIVE
104561,Customer_04561,PREMIUM,Bangalore,Karnataka,1985-12-18,2020-08-03,ACTIVE
104562,Customer_04562,RETAIL,Bangalore,Karnataka,1981-07-09,2025-01-09,ACTIVE
104563,Customer_04563,RETAIL,Mumbai,Maharashtra,1996-04-28,2025-07-06,ACTIVE
104564,Customer_04564,RETAIL,Pune,Maharashtra,2017-06-03,2025-12-16,ACTIVE
104565,Customer_04565,PREMIUM,Ahmedabad,Gujarat,1982-02-03,2023-06-22,ACTIVE
104566,Customer_04566,RETAIL,Delhi,Delhi,2019-03-24,2023-06-16,INACTIVE
104567,Customer_04567,RETAIL,Hyderabad,Telangana,2014-11-07,2024-11-16,ACTIVE
104568,Customer_04568,PREMIUM,Hyderabad,Telangana,1979-05-25,2024-03-02,INACTIVE
104569,Customer_04569,RETAIL,Delhi,Delhi,1979-10-19,2025-03-02,ACTIVE
104570,Customer_04570,RETAIL,Pune,Maharashtra,2016-02-26,2022-05-15,ACTIVE
104571,Customer_04571,RETAIL,Hyderabad,Telangana,2003-03-15,2026-02-18,ACTIVE
104572,Customer_04572,PREMIUM,Mumbai,Maharashtra,1986-04-23,2022-11-02,ACTIVE
104573,Customer_04573,RETAIL,Bangalore,Karnataka,2018-05-03,2021-08-18,ACTIVE
104574,Customer_04574,PREMIUM,Ahmedabad,Gujarat,2002-03-21,2024-12-06,ACTIVE
104575,Customer_04575,RETAIL,Hyderabad,Telangana,2005-04-02,2024-01-30,ACTIVE
104576,Customer_04576,RETAIL,Kolkata,West Bengal,2007-01-06,2020-04-29,INACTIVE
104577,Customer_04577,RETAIL,Mumbai,Maharashtra,1987-06-12,2021-02-03,INACTIVE
104578,Customer_04578,PREMIUM,Pune,Maharashtra,1993-11-28,2020-03-28,INACTIVE
104579,Customer_04579,RETAIL,Delhi,Delhi,1984-06-13,2023-10-14,ACTIVE
104580,Customer_04580,RETAIL,Delhi,Delhi,2000-11-20,2025-09-30,ACTIVE
104581,Customer_04581,PREMIUM,Pune,Maharashtra,2019-09-17,2022-02-13,ACTIVE
104582,Customer_04582,RETAIL,Ahmedabad,Gujarat,2004-12-08,2020-09-21,ACTIVE
104583,Customer_04583,RETAIL,Pune,Maharashtra,2007-08-01,2025-08-05,INACTIVE
104584,Customer_04584,PREMIUM,Hyderabad,Telangana,1987-02-16,2024-09-26,ACTIVE
104585,Customer_04585,PREMIUM,Chennai,Tamil Nadu,2001-06-03,2023-08-01,ACTIVE
104586,Customer_04586,PREMIUM,Chennai,Tamil Nadu,2019-12-30,2021-04-23,ACTIVE
104587,Customer_04587,RETAIL,Pune,Maharashtra,1982-10-13,2024-06-01,ACTIVE
104588,Customer_04588,RETAIL,Delhi,Delhi,1987-07-16,2022-05-28,ACTIVE
104589,Customer_04589,PREMIUM,Chennai,Tamil Nadu,2008-09-23,2021-08-11,ACTIVE
104590,Customer_04590,RETAIL,Delhi,Delhi,1979-08-04,2021-12-05,ACTIVE
104591,Customer_04591,PREMIUM,Hyderabad,Telangana,1987-08-25,2020-05-27,ACTIVE
104592,Customer_04592,RETAIL,Mumbai,Maharashtra,2017-12-11,2023-03-22,ACTIVE
104593,Customer_04593,BUSINESS,Mumbai,Maharashtra,1979-12-14,2024-12-12,ACTIVE
104594,Customer_04594,RETAIL,Hyderabad,Telangana,1996-10-14,2025-06-06,ACTIVE
104595,Customer_04595,RETAIL,Chennai,Tamil Nadu,1992-09-18,2024-10-03,ACTIVE
104596,Customer_04596,RETAIL,Mumbai,Maharashtra,1995-07-15,2025-10-02,ACTIVE
104597,Customer_04597,RETAIL,Ahmedabad,Gujarat,1989-10-05,2026-05-01,ACTIVE
104598,Customer_04598,RETAIL,Mumbai,Maharashtra,1990-06-27,2021-06-16,INACTIVE
104599,Customer_04599,PREMIUM,Ahmedabad,Gujarat,2010-05-28,2022-11-06,ACTIVE
104600,Customer_04600,RETAIL,Hyderabad,Telangana,1980-03-23,2022-03-21,ACTIVE
104601,Customer_04601,RETAIL,Ahmedabad,Gujarat,1984-06-26,2024-07-01,ACTIVE
104602,Customer_04602,RETAIL,Ahmedabad,Gujarat,1990-01-11,2025-07-01,ACTIVE
104603,Customer_04603,PREMIUM,Delhi,Delhi,2013-02-08,2025-11-05,ACTIVE
104604,Customer_04604,RETAIL,Kolkata,West Bengal,1995-04-26,2020-08-03,ACTIVE
104605,Customer_04605,RETAIL,Pune,Maharashtra,1980-08-05,2023-05-20,ACTIVE
104606,Customer_04606,BUSINESS,Bangalore,Karnataka,2000-07-13,2020-10-07,ACTIVE
104607,Customer_04607,RETAIL,Pune,Maharashtra,2004-12-05,2022-03-02,ACTIVE
104608,Customer_04608,RETAIL,Bangalore,Karnataka,1997-12-16,2023-02-24,ACTIVE
104609,Customer_04609,BUSINESS,Kolkata,West Bengal,1982-10-21,2024-01-27,ACTIVE
104610,Customer_04610,RETAIL,Bangalore,Karnataka,2015-04-07,2025-03-11,ACTIVE
104611,Customer_04611,BUSINESS,Mumbai,Maharashtra,2014-05-29,2026-07-14,ACTIVE
104612,Customer_04612,PREMIUM,Delhi,Delhi,2016-08-03,2022-03-17,ACTIVE
104613,Customer_04613,RETAIL,Kolkata,West Bengal,2018-10-02,2023-09-04,ACTIVE
104614,Customer_04614,RETAIL,Chennai,Tamil Nadu,1992-03-10,2020-06-15,ACTIVE
104615,Customer_04615,RETAIL,Chennai,Tamil Nadu,1996-06-24,2020-09-24,ACTIVE
104616,Customer_04616,RETAIL,Bangalore,Karnataka,2018-07-28,2026-05-11,ACTIVE
104617,Customer_04617,RETAIL,Delhi,Delhi,1997-08-20,2026-03-02,ACTIVE
104618,Customer_04618,RETAIL,Chennai,Tamil Nadu,2014-09-08,2026-03-03,ACTIVE
104619,Customer_04619,RETAIL,Hyderabad,Telangana,2005-10-06,2021-09-19,ACTIVE
104620,Customer_04620,PREMIUM,Ahmedabad,Gujarat,2017-04-05,2024-04-13,ACTIVE
104621,Customer_04621,RETAIL,Chennai,Tamil Nadu,1979-08-05,2021-07-03,ACTIVE
104622,Customer_04622,PREMIUM,Ahmedabad,Gujarat,2008-03-03,2024-06-24,ACTIVE
104623,Customer_04623,BUSINESS,Kolkata,West Bengal,2012-01-20,2023-03-09,ACTIVE
104624,Customer_04624,PREMIUM,Mumbai,Maharashtra,1987-04-23,2026-02-18,ACTIVE
104625,Customer_04625,PREMIUM,Bangalore,Karnataka,2009-05-14,2022-06-15,ACTIVE
104626,Customer_04626,PREMIUM,Bangalore,Karnataka,1987-03-08,2024-03-25,ACTIVE
104627,Customer_04627,RETAIL,Mumbai,Maharashtra,2016-04-28,2024-05-01,ACTIVE
104628,Customer_04628,RETAIL,Pune,Maharashtra,2016-06-24,2025-03-07,ACTIVE
104629,Customer_04629,BUSINESS,Kolkata,West Bengal,1979-04-26,2020-05-04,ACTIVE
104630,Customer_04630,PREMIUM,Delhi,Delhi,1999-12-27,2023-01-17,ACTIVE
104631,Customer_04631,PREMIUM,Pune,Maharashtra,1994-11-15,2022-12-21,ACTIVE
104632,Customer_04632,BUSINESS,Delhi,Delhi,2015-09-26,2021-07-01,ACTIVE
104633,Customer_04633,RETAIL,Delhi,Delhi,1992-04-26,2025-04-15,ACTIVE
104634,Customer_04634,RETAIL,Pune,Maharashtra,2008-10-03,2025-06-21,ACTIVE
104635,Customer_04635,RETAIL,Mumbai,Maharashtra,1983-12-16,2020-07-14,ACTIVE
104636,Customer_04636,RETAIL,Kolkata,West Bengal,1987-11-22,2024-06-30,ACTIVE
104637,Customer_04637,RETAIL,Kolkata,West Bengal,2019-08-17,2025-08-29,ACTIVE
104638,Customer_04638,PREMIUM,Bangalore,Karnataka,1994-12-19,2021-11-25,ACTIVE
104639,Customer_04639,RETAIL,Chennai,Tamil Nadu,2010-08-13,2024-02-26,ACTIVE
104640,Customer_04640,RETAIL,Ahmedabad,Gujarat,2018-11-29,2024-02-04,ACTIVE
104641,Customer_04641,PREMIUM,Kolkata,West Bengal,2018-10-21,2020-02-14,ACTIVE
104642,Customer_04642,RETAIL,Mumbai,Maharashtra,1979-12-20,2025-05-13,ACTIVE
104643,Customer_04643,PREMIUM,Ahmedabad,Gujarat,1988-09-20,2024-12-05,ACTIVE
104644,Customer_04644,RETAIL,Mumbai,Maharashtra,2008-07-05,2021-10-10,ACTIVE
104645,Customer_04645,PREMIUM,Mumbai,Maharashtra,2017-03-23,2022-01-23,ACTIVE
104646,Customer_04646,RETAIL,Bangalore,Karnataka,2019-05-12,2025-01-17,INACTIVE
104647,Customer_04647,RETAIL,Hyderabad,Telangana,2008-09-28,2025-04-08,ACTIVE
104648,Customer_04648,RETAIL,Mumbai,Maharashtra,1983-06-11,2020-06-22,ACTIVE
104649,Customer_04649,RETAIL,Delhi,Delhi,2009-08-28,2022-05-11,ACTIVE
104650,Customer_04650,RETAIL,Delhi,Delhi,1990-05-02,2024-02-08,ACTIVE
104651,Customer_04651,PREMIUM,Bangalore,Karnataka,2012-05-16,2020-11-01,ACTIVE
104652,Customer_04652,PREMIUM,Ahmedabad,Gujarat,2001-08-18,2026-07-25,ACTIVE
104653,Customer_04653,RETAIL,Delhi,Delhi,1986-09-19,2021-05-16,INACTIVE
104654,Customer_04654,PREMIUM,Pune,Maharashtra,2013-10-25,2025-09-10,ACTIVE
104655,Customer_04655,PREMIUM,Mumbai,Maharashtra,2019-10-10,2020-06-03,ACTIVE
104656,Customer_04656,PREMIUM,Pune,Maharashtra,1999-12-19,2025-10-02,ACTIVE
104657,Customer_04657,RETAIL,Pune,Maharashtra,2012-07-14,2020-04-06,ACTIVE
104658,Customer_04658,RETAIL,Chennai,Tamil Nadu,1981-08-11,2024-06-20,ACTIVE
104659,Customer_04659,BUSINESS,Bangalore,Karnataka,1990-04-20,2022-05-14,ACTIVE
104660,Customer_04660,RETAIL,Bangalore,Karnataka,1984-05-21,2023-01-11,ACTIVE
104661,Customer_04661,RETAIL,Kolkata,West Bengal,1990-10-28,2020-09-17,ACTIVE
104662,Customer_04662,PREMIUM,Chennai,Tamil Nadu,1994-08-09,2024-06-13,ACTIVE
104663,Customer_04663,RETAIL,Pune,Maharashtra,1996-11-17,2024-02-02,ACTIVE
104664,Customer_04664,PREMIUM,Bangalore,Karnataka,1992-05-30,2022-02-09,ACTIVE
104665,Customer_04665,RETAIL,Delhi,Delhi,2001-07-15,2023-02-07,ACTIVE
104666,Customer_04666,PREMIUM,Kolkata,West Bengal,1988-03-09,2023-08-19,ACTIVE
104667,Customer_04667,BUSINESS,Delhi,Delhi,1993-06-12,2024-07-09,ACTIVE
104668,Customer_04668,BUSINESS,Pune,Maharashtra,2013-08-31,2023-07-19,ACTIVE
104669,Customer_04669,BUSINESS,Hyderabad,Telangana,2002-04-03,2020-05-21,ACTIVE
104670,Customer_04670,PREMIUM,Bangalore,Karnataka,1980-04-08,2023-07-28,INACTIVE
104671,Customer_04671,RETAIL,Mumbai,Maharashtra,1992-08-24,2022-04-16,ACTIVE
104672,Customer_04672,BUSINESS,Hyderabad,Telangana,2013-03-23,2022-09-15,ACTIVE
104673,Customer_04673,BUSINESS,Pune,Maharashtra,1986-07-25,2022-06-08,ACTIVE
104674,Customer_04674,RETAIL,Kolkata,West Bengal,2017-01-06,2022-04-26,ACTIVE
104675,Customer_04675,RETAIL,Kolkata,West Bengal,1991-04-26,2021-07-20,ACTIVE
104676,Customer_04676,RETAIL,Delhi,Delhi,2005-01-15,2022-03-03,ACTIVE
104677,Customer_04677,RETAIL,Chennai,Tamil Nadu,1998-09-03,2024-09-05,ACTIVE
104678,Customer_04678,PREMIUM,Chennai,Tamil Nadu,2004-11-05,2021-06-23,ACTIVE
104679,Customer_04679,RETAIL,Hyderabad,Telangana,2011-11-29,2024-12-26,ACTIVE
104680,Customer_04680,RETAIL,Mumbai,Maharashtra,1985-04-14,2022-11-18,ACTIVE
104681,Customer_04681,RETAIL,Delhi,Delhi,1993-08-18,2024-01-05,ACTIVE
104682,Customer_04682,RETAIL,Pune,Maharashtra,2002-07-03,2020-10-09,ACTIVE
104683,Customer_04683,BUSINESS,Hyderabad,Telangana,1989-11-12,2021-05-12,ACTIVE
104684,Customer_04684,RETAIL,Mumbai,Maharashtra,1994-07-28,2025-12-03,ACTIVE
104685,Customer_04685,RETAIL,Chennai,Tamil Nadu,2015-07-18,2025-06-17,ACTIVE
104686,Customer_04686,RETAIL,Hyderabad,Telangana,1988-07-27,2020-06-16,ACTIVE
104687,Customer_04687,PREMIUM,Ahmedabad,Gujarat,1986-12-15,2025-12-08,ACTIVE
104688,Customer_04688,PREMIUM,Delhi,Delhi,2003-02-13,2025-07-02,ACTIVE
104689,Customer_04689,RETAIL,Mumbai,Maharashtra,1983-04-06,2020-11-24,ACTIVE
104690,Customer_04690,RETAIL,Hyderabad,Telangana,1979-03-19,2021-08-01,ACTIVE
104691,Customer_04691,RETAIL,Mumbai,Maharashtra,2014-11-17,2021-03-02,ACTIVE
104692,Customer_04692,RETAIL,Mumbai,Maharashtra,1990-07-08,2025-08-09,ACTIVE
104693,Customer_04693,PREMIUM,Ahmedabad,Gujarat,1984-02-11,2025-08-10,ACTIVE
104694,Customer_04694,RETAIL,Kolkata,West Bengal,2006-02-08,2024-09-24,ACTIVE
104695,Customer_04695,RETAIL,Hyderabad,Telangana,1998-11-30,2021-08-23,ACTIVE
104696,Customer_04696,RETAIL,Kolkata,West Bengal,1997-11-07,2026-01-19,ACTIVE
104697,Customer_04697,RETAIL,Mumbai,Maharashtra,1997-03-02,2025-07-26,ACTIVE
104698,Customer_04698,RETAIL,Mumbai,Maharashtra,1985-02-22,2025-09-19,ACTIVE
104699,Customer_04699,RETAIL,Delhi,Delhi,2014-06-04,2022-05-13,ACTIVE
104700,Customer_04700,RETAIL,Mumbai,Maharashtra,1979-03-21,2024-08-09,ACTIVE
104701,Customer_04701,RETAIL,Ahmedabad,Gujarat,1999-01-03,2024-06-08,ACTIVE
104702,Customer_04702,RETAIL,Mumbai,Maharashtra,1990-04-09,2020-12-30,ACTIVE
104703,Customer_04703,BUSINESS,Chennai,Tamil Nadu,2005-07-08,2023-10-30,ACTIVE
104704,Customer_04704,RETAIL,Kolkata,West Bengal,2001-09-17,2023-08-10,ACTIVE
104705,Customer_04705,RETAIL,Hyderabad,Telangana,1994-12-20,2023-11-04,ACTIVE
104706,Customer_04706,RETAIL,Pune,Maharashtra,2001-02-12,2022-03-26,ACTIVE
104707,Customer_04707,PREMIUM,Bangalore,Karnataka,1988-06-26,2024-05-25,ACTIVE
104708,Customer_04708,BUSINESS,Chennai,Tamil Nadu,1984-07-19,2025-10-26,ACTIVE
104709,Customer_04709,PREMIUM,Kolkata,West Bengal,2016-05-05,2023-12-22,ACTIVE
104710,Customer_04710,RETAIL,Bangalore,Karnataka,2004-05-14,2025-09-24,ACTIVE
104711,Customer_04711,PREMIUM,Delhi,Delhi,2006-01-06,2025-01-25,ACTIVE
104712,Customer_04712,RETAIL,Kolkata,West Bengal,2020-03-09,2022-01-23,INACTIVE
104713,Customer_04713,PREMIUM,Ahmedabad,Gujarat,2016-04-18,2024-11-01,ACTIVE
104714,Customer_04714,PREMIUM,Bangalore,Karnataka,2003-03-09,2024-05-31,ACTIVE
104715,Customer_04715,RETAIL,Mumbai,Maharashtra,2011-09-15,2026-03-14,ACTIVE
104716,Customer_04716,RETAIL,Chennai,Tamil Nadu,2000-10-31,2022-03-22,ACTIVE
104717,Customer_04717,RETAIL,Ahmedabad,Gujarat,1988-12-07,2021-01-28,ACTIVE
104718,Customer_04718,RETAIL,Ahmedabad,Gujarat,2004-09-25,2024-06-15,ACTIVE
104719,Customer_04719,PREMIUM,Bangalore,Karnataka,2016-08-29,2024-02-26,ACTIVE
104720,Customer_04720,RETAIL,Pune,Maharashtra,2015-04-17,2024-01-13,ACTIVE
104721,Customer_04721,PREMIUM,Chennai,Tamil Nadu,1999-11-29,2024-11-10,ACTIVE
104722,Customer_04722,BUSINESS,Kolkata,West Bengal,2018-01-05,2023-05-11,ACTIVE
104723,Customer_04723,RETAIL,Ahmedabad,Gujarat,1987-04-12,2020-03-13,ACTIVE
104724,Customer_04724,RETAIL,Mumbai,Maharashtra,1980-11-06,2025-10-09,ACTIVE
104725,Customer_04725,RETAIL,Delhi,Delhi,1995-09-22,2021-10-27,ACTIVE
104726,Customer_04726,PREMIUM,Bangalore,Karnataka,1987-08-01,2021-08-13,ACTIVE
104727,Customer_04727,RETAIL,Mumbai,Maharashtra,2018-06-30,2025-05-07,ACTIVE
104728,Customer_04728,RETAIL,Ahmedabad,Gujarat,1983-12-02,2025-03-28,ACTIVE
104729,Customer_04729,RETAIL,Mumbai,Maharashtra,2001-02-13,2023-04-28,ACTIVE
104730,Customer_04730,BUSINESS,Hyderabad,Telangana,2010-11-19,2024-07-12,ACTIVE
104731,Customer_04731,RETAIL,Ahmedabad,Gujarat,1983-09-20,2020-07-12,ACTIVE
104732,Customer_04732,RETAIL,Hyderabad,Telangana,1981-01-13,2021-11-06,ACTIVE
104733,Customer_04733,BUSINESS,Kolkata,West Bengal,2001-11-24,2021-08-05,ACTIVE
104734,Customer_04734,RETAIL,Delhi,Delhi,2016-03-26,2022-10-09,ACTIVE
104735,Customer_04735,RETAIL,Kolkata,West Bengal,1979-11-01,2022-05-07,ACTIVE
104736,Customer_04736,RETAIL,Bangalore,Karnataka,1980-01-04,2020-06-14,ACTIVE
104737,Customer_04737,RETAIL,Mumbai,Maharashtra,2017-03-04,2024-07-10,ACTIVE
104738,Customer_04738,RETAIL,Delhi,Delhi,2003-11-29,2023-12-05,ACTIVE
104739,Customer_04739,RETAIL,Delhi,Delhi,2007-12-20,2022-06-29,ACTIVE
104740,Customer_04740,PREMIUM,Chennai,Tamil Nadu,1990-06-25,2025-10-31,ACTIVE
104741,Customer_04741,RETAIL,Delhi,Delhi,1991-12-29,2022-05-15,ACTIVE
104742,Customer_04742,RETAIL,Bangalore,Karnataka,1998-06-28,2020-10-09,ACTIVE
104743,Customer_04743,RETAIL,Bangalore,Karnataka,1987-12-15,2025-07-28,ACTIVE
104744,Customer_04744,RETAIL,Delhi,Delhi,1997-04-24,2020-11-12,INACTIVE
104745,Customer_04745,PREMIUM,Hyderabad,Telangana,2018-05-05,2020-06-20,ACTIVE
104746,Customer_04746,PREMIUM,Delhi,Delhi,2009-12-02,2023-02-12,ACTIVE
104747,Customer_04747,PREMIUM,Kolkata,West Bengal,2014-11-09,2023-10-21,INACTIVE
104748,Customer_04748,PREMIUM,Delhi,Delhi,1999-07-24,2021-11-05,ACTIVE
104749,Customer_04749,PREMIUM,Kolkata,West Bengal,2011-07-04,2025-07-06,INACTIVE
104750,Customer_04750,RETAIL,Delhi,Delhi,1996-06-18,2021-10-26,INACTIVE
104751,Customer_04751,BUSINESS,Mumbai,Maharashtra,2004-07-09,2026-05-01,INACTIVE
104752,Customer_04752,PREMIUM,Pune,Maharashtra,2009-02-26,2024-03-12,ACTIVE
104753,Customer_04753,RETAIL,Kolkata,West Bengal,2013-01-14,2021-03-18,ACTIVE
104754,Customer_04754,RETAIL,Kolkata,West Bengal,2017-03-09,2022-09-11,ACTIVE
104755,Customer_04755,RETAIL,Pune,Maharashtra,1983-07-01,2020-07-01,ACTIVE
104756,Customer_04756,RETAIL,Chennai,Tamil Nadu,2011-10-08,2025-07-20,ACTIVE
104757,Customer_04757,PREMIUM,Chennai,Tamil Nadu,2008-04-23,2024-04-04,ACTIVE
104758,Customer_04758,RETAIL,Pune,Maharashtra,2009-06-02,2022-10-26,ACTIVE
104759,Customer_04759,RETAIL,Bangalore,Karnataka,1979-10-08,2024-06-17,ACTIVE
104760,Customer_04760,RETAIL,Hyderabad,Telangana,1999-03-12,2024-01-16,INACTIVE
104761,Customer_04761,PREMIUM,Ahmedabad,Gujarat,2018-08-16,2023-12-10,ACTIVE
104762,Customer_04762,RETAIL,Kolkata,West Bengal,2016-02-19,2022-08-12,ACTIVE
104763,Customer_04763,PREMIUM,Mumbai,Maharashtra,1988-08-23,2022-04-23,ACTIVE
104764,Customer_04764,RETAIL,Pune,Maharashtra,1999-02-19,2021-09-06,ACTIVE
104765,Customer_04765,RETAIL,Bangalore,Karnataka,2014-08-23,2025-03-02,ACTIVE
104766,Customer_04766,RETAIL,Pune,Maharashtra,2017-05-15,2023-02-05,ACTIVE
104767,Customer_04767,RETAIL,Chennai,Tamil Nadu,1992-10-06,2023-01-30,ACTIVE
104768,Customer_04768,PREMIUM,Mumbai,Maharashtra,2012-02-20,2024-09-25,ACTIVE
104769,Customer_04769,PREMIUM,Mumbai,Maharashtra,2013-06-12,2023-06-28,ACTIVE
104770,Customer_04770,RETAIL,Mumbai,Maharashtra,1985-05-02,2026-04-05,ACTIVE
104771,Customer_04771,RETAIL,Delhi,Delhi,1980-06-23,2021-07-31,ACTIVE
104772,Customer_04772,PREMIUM,Kolkata,West Bengal,1981-02-03,2020-04-11,ACTIVE
104773,Customer_04773,PREMIUM,Pune,Maharashtra,1985-02-18,2022-10-08,ACTIVE
104774,Customer_04774,RETAIL,Ahmedabad,Gujarat,2009-08-03,2023-06-30,ACTIVE
104775,Customer_04775,PREMIUM,Delhi,Delhi,1995-02-28,2025-05-24,ACTIVE
104776,Customer_04776,RETAIL,Mumbai,Maharashtra,2007-05-01,2024-03-06,ACTIVE
104777,Customer_04777,RETAIL,Delhi,Delhi,1982-11-09,2026-03-04,ACTIVE
104778,Customer_04778,PREMIUM,Hyderabad,Telangana,2003-11-22,2020-07-24,ACTIVE
104779,Customer_04779,PREMIUM,Mumbai,Maharashtra,2009-10-06,2023-07-13,ACTIVE
104780,Customer_04780,PREMIUM,Mumbai,Maharashtra,2019-04-04,2025-06-13,ACTIVE
104781,Customer_04781,RETAIL,Kolkata,West Bengal,1992-04-11,2023-04-20,ACTIVE
104782,Customer_04782,RETAIL,Chennai,Tamil Nadu,2001-07-25,2021-10-24,ACTIVE
104783,Customer_04783,PREMIUM,Delhi,Delhi,1999-01-02,2025-01-18,ACTIVE
104784,Customer_04784,RETAIL,Kolkata,West Bengal,1993-06-14,2025-09-30,ACTIVE
104785,Customer_04785,RETAIL,Kolkata,West Bengal,2005-06-09,2021-09-13,ACTIVE
104786,Customer_04786,RETAIL,Delhi,Delhi,2002-05-14,2023-08-19,ACTIVE
104787,Customer_04787,RETAIL,Chennai,Tamil Nadu,2013-05-16,2025-04-15,ACTIVE
104788,Customer_04788,RETAIL,Mumbai,Maharashtra,1980-05-01,2020-12-30,ACTIVE
104789,Customer_04789,RETAIL,Delhi,Delhi,1988-04-11,2020-01-27,ACTIVE
104790,Customer_04790,BUSINESS,Chennai,Tamil Nadu,2002-12-14,2024-11-09,ACTIVE
104791,Customer_04791,RETAIL,Pune,Maharashtra,2002-09-23,2024-12-10,ACTIVE
104792,Customer_04792,RETAIL,Ahmedabad,Gujarat,2016-03-23,2021-01-12,ACTIVE
104793,Customer_04793,RETAIL,Ahmedabad,Gujarat,2006-11-17,2023-12-03,ACTIVE
104794,Customer_04794,RETAIL,Delhi,Delhi,1979-05-05,2024-09-24,ACTIVE
104795,Customer_04795,RETAIL,Bangalore,Karnataka,1999-04-03,2026-04-29,ACTIVE
104796,Customer_04796,RETAIL,Pune,Maharashtra,2013-11-17,2025-04-23,INACTIVE
104797,Customer_04797,RETAIL,Chennai,Tamil Nadu,2015-01-09,2021-06-11,ACTIVE
104798,Customer_04798,RETAIL,Mumbai,Maharashtra,2012-02-05,2023-10-13,ACTIVE
104799,Customer_04799,RETAIL,Bangalore,Karnataka,1998-10-09,2024-10-25,ACTIVE
104800,Customer_04800,RETAIL,Chennai,Tamil Nadu,1983-07-10,2021-10-12,ACTIVE
104801,Customer_04801,RETAIL,Chennai,Tamil Nadu,1987-12-04,2021-01-25,ACTIVE
104802,Customer_04802,RETAIL,Chennai,Tamil Nadu,2013-12-10,2022-11-15,ACTIVE
104803,Customer_04803,PREMIUM,Pune,Maharashtra,1993-02-25,2024-09-22,ACTIVE
104804,Customer_04804,PREMIUM,Kolkata,West Bengal,2010-07-10,2023-06-21,ACTIVE
104805,Customer_04805,RETAIL,Hyderabad,Telangana,1980-08-25,2023-12-21,ACTIVE
104806,Customer_04806,PREMIUM,Kolkata,West Bengal,1999-05-01,2024-05-16,ACTIVE
104807,Customer_04807,PREMIUM,Bangalore,Karnataka,2018-03-12,2026-04-12,ACTIVE
104808,Customer_04808,RETAIL,Ahmedabad,Gujarat,1989-03-27,2024-03-01,ACTIVE
104809,Customer_04809,RETAIL,Bangalore,Karnataka,1980-06-01,2020-11-19,ACTIVE
104810,Customer_04810,PREMIUM,Kolkata,West Bengal,1990-12-30,2022-08-19,ACTIVE
104811,Customer_04811,RETAIL,Pune,Maharashtra,1981-10-02,2021-02-11,ACTIVE
104812,Customer_04812,RETAIL,Pune,Maharashtra,2004-04-23,2024-12-24,ACTIVE
104813,Customer_04813,RETAIL,Chennai,Tamil Nadu,1987-01-15,2026-07-21,INACTIVE
104814,Customer_04814,RETAIL,Chennai,Tamil Nadu,1989-04-12,2025-01-25,ACTIVE
104815,Customer_04815,BUSINESS,Hyderabad,Telangana,2003-04-20,2021-08-13,ACTIVE
104816,Customer_04816,RETAIL,Delhi,Delhi,1992-07-11,2024-07-29,ACTIVE
104817,Customer_04817,RETAIL,Kolkata,West Bengal,2005-11-17,2020-02-20,ACTIVE
104818,Customer_04818,RETAIL,Delhi,Delhi,2017-05-23,2021-10-15,ACTIVE
104819,Customer_04819,RETAIL,Chennai,Tamil Nadu,2017-05-30,2021-12-28,ACTIVE
104820,Customer_04820,PREMIUM,Ahmedabad,Gujarat,2009-02-11,2023-01-31,ACTIVE
104821,Customer_04821,PREMIUM,Chennai,Tamil Nadu,2018-12-12,2022-02-08,ACTIVE
104822,Customer_04822,BUSINESS,Hyderabad,Telangana,2009-05-24,2022-11-04,ACTIVE
104823,Customer_04823,RETAIL,Ahmedabad,Gujarat,1981-12-13,2020-01-24,ACTIVE
104824,Customer_04824,RETAIL,Ahmedabad,Gujarat,2018-06-04,2025-05-14,ACTIVE
104825,Customer_04825,RETAIL,Bangalore,Karnataka,2002-06-11,2022-08-07,ACTIVE
104826,Customer_04826,RETAIL,Bangalore,Karnataka,1979-05-27,2025-04-23,ACTIVE
104827,Customer_04827,BUSINESS,Pune,Maharashtra,2004-08-24,2020-05-18,ACTIVE
104828,Customer_04828,RETAIL,Chennai,Tamil Nadu,1989-03-16,2025-09-09,ACTIVE
104829,Customer_04829,RETAIL,Ahmedabad,Gujarat,2001-02-10,2024-02-12,ACTIVE
104830,Customer_04830,RETAIL,Bangalore,Karnataka,2006-03-09,2021-07-08,ACTIVE
104831,Customer_04831,PREMIUM,Delhi,Delhi,1980-04-21,2024-12-11,ACTIVE
104832,Customer_04832,RETAIL,Mumbai,Maharashtra,1997-03-01,2024-12-01,INACTIVE
104833,Customer_04833,PREMIUM,Bangalore,Karnataka,1981-06-11,2024-10-09,ACTIVE
104834,Customer_04834,PREMIUM,Pune,Maharashtra,1983-10-19,2025-09-19,ACTIVE
104835,Customer_04835,PREMIUM,Ahmedabad,Gujarat,1987-11-04,2026-04-08,ACTIVE
